# sent_id = 1003
# file = 00001
# text = 자기계발을 원하는 사람에게 가장 적합한 학교
1	자기계발을	자기+계발을	자기+계발+을	PRON	NP+NNG_JKO	NP+NNG+JKO
14	있다는	있+다는	있+다는	ADJ	VA+ETM	VA+ETM
15	것을	것+을	것+을	NOUN	NNB+JKO	NNB+JKO
16	알면서도	알+면서도	알+면서+도	VERB	VV+EC_JX	VV+EC+JX
17	대회에서	대회+에서	대회+에서	NOUN	NNG+JKB	NNG+JKB
18	좋은	좋+은	좋+은	ADJ	VA+ETM	VA+ETM
19	성적을	성적+을	성적+을	NOUN	NNG+JKO	NNG+JKO
20	내기	내+기	내+기	VERB	VV+ETN	VV+ETN
21	위해	위해	위하+어	VERB	VV_EC	VV+EC
22	구입하고	구입하+고	구입하+고	VERB	VV+EC	VV+EC
23	있으며	있+으며	있+으며	AUX	VX+EC	VX+EC
24	,	,	,	PUNC	SP	SP
25	헬스에	헬스+에	헬스+에	NOUN	NNG+JKB	NNG+JKB
26	관심이	관심+이	관심+이	NOUN	NNG+JKS	NNG+JKS
27	있는	있+는	있+는	ADJ	VA+ETM	VA+ETM
28	젊은이들도	젊은이들+도	젊은이들+도	NOUN	NNG+JX	NNG+JX
29	체지방	체지방	체지방	NOUN	NNG	NNG
30	감소와	감소+와	감소+와	NOUN	NNG+JC	NNG+JC
31	좋은	좋+은	좋+은	ADJ	VA+ETM	VA+ETM
32	근육을	근육+을	근육+을	NOUN	NNG+JKO	NNG+JKO
33	만들기	만들+기	만들+기	VERB	VV+ETN	VV+ETN
34	위해	위해	위하+어	VERB	VV_EC	VV+EC
35	죄의식	죄의식	죄의식	NOUN	NNG	NNG
36	없이	없이	없이	ADV	MAG	MAG
37	구입해	구입해	구입하+어	VERB	VV_EC	VV+EC
38	사용하고	사용하+고	사용하+고	VERB	VV+EC	VV+EC
39	있는	있+는	있+는	AUX	VX+ETM	VX+ETM
40	실정이다	실정+이다	실정+이+다	VERB	NNG+VCP_EF	NNG+VCP+EF
41	.	.	.	PUNC	SF	SF

# sent_id = 1922
# file = 00001
# text = 특히 단순 구입자들은 법적으로 처벌할 근거가 없어 앞으로 단순 구입자들을 계도할 수 있는 방안 마련이 필요하다 .
1	특히	특히	특히	ADV	MAG	MAG
2	단순	단순	단순	NOUN	NNG	NNG
3	구입자들은	구입자들+은	구입자들+은	NOUN	NNG+JX	NNG+JX
4	법적으로	법적+으로	법적+으로	NOUN	NNG+JKB	NNG+JKB
5	처벌할	처벌할	처벌하+ㄹ	VERB	VV_ETM	VV+ETM
6	근거가	근거+가	근거+가	NOUN	NNG+JKS	NNG+JKS
7	없어	없+어	없+어	ADJ	VA+EC	VA+EC
8	앞으로	앞+으로	앞+으로	NOUN	NNG+JKB	NNG+JKB
9	단순	단순	단순	NOUN	NNG	NNG
10	구입자들을	구입자들+을	구입자들+을	NOUN	NNG+JKO	NNG+JKO
11	계도할	계도할	계도하+ㄹ	VERB	VV_ETM	VV+ETM
12	수	수	수	NOUN	NNB	NNB
13	있는	있+는	있+는	ADJ	VA+ETM	VA+ETM
14	방안	방안	방안	NOUN	NNG	NNG
15	마련이	마련+이	마련+이	NOUN	NNG+JKS	NNG+JKS
16	필요하다	필요하+다	필요하+다	ADJ	VA+EF	VA+EF
17	.	.	.	PUNC	SF	SF

# sent_id = 1923
# file = 00001
# text = 전통시장 상인들은 지난 여름 폭염과 2차례 태풍으로 인해 큰 어려움을 겪고 있다 .
1	전통시장	전통시장	전통시장	NOUN	NNG	NNG
2	상인들은	상인들+은	상인들+은	NOUN	NNG+JX	NNG+JX
3	지난	지난	지나+ㄴ	VERB	VV_ETM	VV+ETM
4	여름	여름	여름	NOUN	NNG	NNG
5	폭염과	폭염+과	폭염+과	NOUN	NNG+JC	NNG+JC
6	2차례	2+차례	2+차례	NUM	SN+NNG	SN+NNG
7	태풍으로	태풍+으로	태풍+으로	NOUN	NNG+JKB	NNG+JKB
8	인해	인해	인하+어	VERB	VV_EC	VV+EC
9	큰	큰	크+ㄴ	ADJ	VA_ETM	VA+ETM
10	어려움을	어려움+을	어려움+을	NOUN	NNG+JKO	NNG+JKO
11	겪고	겪+고	겪+고	VERB	VV+EC	VV+EC
12	있다	있+다	있+다	AUX	VX+EF	VX+EF
13	.	.	.	PUNC	SF	SF

# sent_id = 1924
# file = 00001
# text = 앞으로 중소기업청은 상인들의 애로사항을 지속적으로 파악해 이를 해소하기 위한 노력을 다 할 것
1	앞으로	앞+으로	앞+으로	NOUN	NNG+JKB	NNG+JKB
2	중소기업청은	중소기업청+은	중소기업청+은	NOUN	NNG+JX	NNG+JX
3	상인들의	상인들+의	상인들+의	NOUN	NNG+JKG	NNG+JKG
4	애로사항을	애로사항+을	애로사항+을	NOUN	NNG+JKO	NNG+JKO
5	지속적으로	지속적+으로	지속적+으로	NOUN	NNG+JKB	NNG+JKB
6	파악해	파악해	파악하+어	VERB	VV_EC	VV+EC
7	이를	이+를	이+를	PRON	NP+JKO	NP+JKO
8	해소하기	해소하+기	해소하+기	VERB	VV+ETN	VV+ETN
9	위한	위한	위하+ㄴ	VERB	VV_ETM	VV+ETM
10	노력을	노력+을	노력+을	NOUN	NNG+JKO	NNG+JKO
11	다	다	다	ADV	MAG	MAG
12	할	할	하+ㄹ	VERB	VV_ETM	VV+ETM
13	것	것	것	NOUN	NNB	NNB

# sent_id = 1925
# file = 00001
# text = 오늘 이 문제를 논의했지만 결정을 내리지는 않았다 .
1	오늘	오늘	오늘	NOUN	NNG	NNG
2	이	이	이	DET	MM	MM
3	문제를	문제+를	문제+를	NOUN	NNG+JKO	NNG+JKO
4	논의했지만	논의했+지만	논의하+었+지만	VERB	VV+EP_EC	VV+EP+EC
5	결정을	결정+을	결정+을	NOUN	NNG+JKO	NNG+JKO
6	내리지는	내리+지는	내리+지+는	VERB	VV+EC_JX	VV+EC+JX
7	않았다	않+았다	않+았+다	AUX	VX+EP_EF	VX+EP+EF
8	.	.	.	PUNC	SF	SF

# sent_id = 1926
# file = 00001
# text = 내일도 이와 관련한 결정은 없을 것
1	내일도	내일+도	내일+도	NOUN	NNG+JX	NNG+JX
2	이와	이+와	이+와	PRON	NP+JKB	NP+JKB
3	관련한	관련한	관련하+ㄴ	VERB	VV_ETM	VV+ETM
4	결정은	결정+은	결정+은	NOUN	NNG+JX	NNG+JX
5	없을	없+을	없+을	ADJ	VA+ETM	VA+ETM
6	것	것	것	NOUN	NNB	NNB

# sent_id = 1928
# file = 00001
# text = 이번 경기는 지난 원정과는 분명히 다른 결과와 더 나은 내용을 보일 것
1	이번	이번	이번	NOUN	NNG	NNG
2	경기는	경기+는	경기+는	NOUN	NNG+JX	NNG+JX
3	지난	지난	지나+ㄴ	VERB	VV_ETM	VV+ETM
4	원정과는	원정+과는	원정+과+는	NOUN	NNG+JKB_JX	NNG+JKB+JX
5	분명히	분명히	분명히	ADV	MAG	MAG
6	다른	다른	다른	ADJ	MM	MM
7	결과와	결과+와	결과+와	NOUN	NNG+JKB	NNG+JKB
8	더	더	더	ADV	MAG	MAG
9	나은	나+은	낫+은	ADJ	VA+ETM	VA+ETM
10	내용을	내용+을	내용+을	NOUN	NNG+JKO	NNG+JKO
11	보일	보일	보이+ㄹ	VERB	VV_ETM	VV+ETM
12	것	것	것	NOUN	NNB	NNB

# sent_id = 1929
# file = 00001
# text = 최근 감식 기술이 크게 발전했는데도 사건 현장에 남은 지문의 절반가량이 확인되지 않는다는 것은 심각한 문제
1	최근	최근	최근	NOUN	NNG	NNG
2	감식	감식	감식	NOUN	NNG	NNG
3	기술이	기술+이	기술+이	NOUN	NNG+JKS	NNG+JKS
4	크게	크+게	크+게	ADJ	VA+EC	VA+EC
5	발전했는데도	발전했+는데도	발전하+었+는데+도	VERB	VV+EP_EC_JX	VV+EP+EC+JX
6	사건	사건	사건	NOUN	NNG	NNG
7	현장에	현장+에	현장+에	NOUN	NNG+JKB	NNG+JKB
8	남은	남+은	남+은	VERB	VV+ETM	VV+ETM
9	지문의	지문+의	지문+의	NOUN	NNG+JKG	NNG+JKG
10	절반가량이	절반가량+이	절반가량+이	NOUN	NNG+JKS	NNG+JKS
11	확인되지	확인되+지	확인되+지	VERB	VV+EC	VV+EC
12	않는다는	않+는다는	않+는다는	AUX	VX+ETM	VX+ETM
13	것은	것+은	것+은	NOUN	NNB+JX	NNB+JX
14	심각한	심각한	심각하+ㄴ	ADJ	VA_ETM	VA+ETM
15	문제	문제	문제	NOUN	NNG	NNG

# sent_id = 1931
# file = 00001
# text = 북한은 오늘 아침 총참모부 포병국 중대경고를 통해 우리 군의 한반도 사드 배치를 강도 높게 비난하면서 물리적 대응조치 , 무자비한 불벼락 등 노골적인 위협 언동을 통해 한반도 긴장 상황을 더욱 고조시키고 있다 .
1	북한은	북한+은	북한+은	PROPN	NNP+JX	NNP+JX
2	오늘	오늘	오늘	NOUN	NNG	NNG
3	아침	아침	아침	NOUN	NNG	NNG
4	총참모부	총참모부	총참모부	NOUN	NNG	NNG
5	포병국	포병국	포병국	NOUN	NNG	NNG
6	중대경고를	중대경고+를	중대경고+를	NOUN	NNG+JKO	NNG+JKO
7	통해	통해	통하+어	VERB	VV_EC	VV+EC
8	우리	우리	우리	PRON	NP	NP
9	군의	군+의	군+의	NOUN	NNG+JKG	NNG+JKG
10	한반도	한반도	한반도	PROPN	NNP	NNP
11	사드	사드	사드	NOUN	NNP	NNP
12	배치를	배치+를	배치+를	NOUN	NNG+JKO	NNG+JKO
13	강도	강도	강도	NOUN	NNG	NNG
14	높게	높+게	높+게	ADJ	VA+EC	VA+EC
15	비난하면서	비난하+면서	비난하+면서	VERB	VV+EC	VV+EC
16	물리적	물리적	물리적	DET	MM	MM
17	대응조치	대응조치	대응조치	NOUN	NNG	NNG
18	,	,	,	PUNC	SP	SP
19	무자비한	무자비한	무자비하+ㄴ	ADJ	VA_ETM	VA+ETM
20	불벼락	불벼락	불벼락	NOUN	NNG	NNG
21	등	등	등	NOUN	NNB	NNB
22	노골적인	노골적+인	노골적+이+ㄴ	VERB	NNG+VCP_ETM	NNG+VCP+ETM
23	위협	위협	위협	NOUN	NNG	NNG
24	언동을	언동+을	언동+을	NOUN	NNG+JKO	NNG+JKO
25	통해	통해	통하+어	VERB	VV_EC	VV+EC
26	한반도	한반도	한반도	PROPN	NNP	NNP
27	긴장	긴장	긴장	NOUN	NNG	NNG
28	상황을	상황+을	상황+을	NOUN	NNG+JKO	NNG+JKO
29	더욱	더욱	더욱	ADV	MAG	MAG
30	고조시키고	고조시키+고	고조시키+고	VERB	VV+EC	VV+EC
31	있다	있+다	있+다	AUX	VX+EF	VX+EF
32	.	.	.	PUNC	SF	SF

# sent_id = 1933
# file = 00001
# text = 이번 2건의 브랜드대전 수상이 ' 의성진 ' 의 우수성을 전국 소비자에게 알릴 수 있는 계기가 될 것
1	이번	이번	이번	NOUN	NNG	NNG
2	2건의	2+건의	2+건+의	NUM	SN+NNB_JKG	SN+NNB+JKG
3	브랜드대전	브랜드대전	브랜드대전	NOUN	NNP	NNP
4	수상이	수상+이	수상+이	NOUN	NNG+JKS	NNG+JKS
5	'	'	'	PUNC	SS	SS
6	의성진	의성진	의성진	NOUN	NNP	NNP
7	'	'	'	PUNC	SS	SS
8	의	의	의	ADP	JKG	JKG
9	우수성을	우수성+을	우수성+을	NOUN	NNG+JKO	NNG+JKO
10	전국	전국	전국	NOUN	NNG	NNG
11	소비자에게	소비자+에게	소비자+에게	NOUN	NNG+JKB	NNG+JKB
12	알릴	알릴	알리+ㄹ	VERB	VV_ETM	VV+ETM
13	수	수	수	NOUN	NNB	NNB
14	있는	있+는	있+는	ADJ	VA+ETM	VA+ETM
15	계기가	계기+가	계기+가	NOUN	NNG+JKC	NNG+JKC
16	될	될	되+ㄹ	VERB	VV_ETM	VV+ETM
17	것	것	것	NOUN	NNB	NNB

# sent_id = 1935
# file = 00001
# text = 16일 헌법재판소 대통령 탄핵심판 증인으로 출석하겠다 .
1	16일	16+일	16+일	NUM	SN+NNB	SN+NNB
2	헌법재판소	헌법재판소	헌법재판소	NOUN	NNG	NNG
3	대통령	대통령	대통령	NOUN	NNG	NNG
4	탄핵심판	탄핵심판	탄핵심판	NOUN	NNG	NNG
5	증인으로	증인+으로	증인+으로	NOUN	NNG+JKB	NNG+JKB
6	출석하겠다	출석하+겠다	출석하+겠+다	VERB	VV+EP_EF	VV+EP+EF
7	.	.	.	PUNC	SF	SF

# sent_id = 1936
# file = 00001
# text = 지급 금액 방식은 월 10만원이고 현금지원을 원칙으로 하되 지방자치단체의 여건 등을 고려해 현금 외 방식을 선택할 수도 있다 .
1	지급	지급	지급	NOUN	NNG	NNG
2	금액	금액	금액	NOUN	NNG	NNG
3	방식은	방식+은	방식+은	NOUN	NNG+JX	NNG+JX
4	월	월	월	NOUN	NNG	NNG
5	10만원이고	10만+원이고	10만+원+이+고	NUM	NR+NNB_VCP_EC	NR+NNB+VCP+EC
6	현금지원을	현금지원+을	현금지원+을	NOUN	NNG+JKO	NNG+JKO
7	원칙으로	원칙+으로	원칙+으로	NOUN	NNG+JKB	NNG+JKB
8	하되	하+되	하+되	VERB	VV+EC	VV+EC
9	지방자치단체의	지방자치단체+의	지방자치단체+의	NOUN	NNG+JKG	NNG+JKG
10	여건	여건	여건	NOUN	NNG	NNG
11	등을	등+을	등+을	NOUN	NNB+JKO	NNB+JKO
12	고려해	고려해	고려하+어	VERB	VV_EC	VV+EC
13	현금	현금	현금	NOUN	NNG	NNG
14	외	외	외	NOUN	NNB	NNB
15	방식을	방식+을	방식+을	NOUN	NNG+JKO	NNG+JKO
16	선택할	선택할	선택하+ㄹ	VERB	VV_ETM	VV+ETM
17	수도	수+도	수+도	NOUN	NNB+JX	NNB+JX
18	있다	있+다	있+다	ADJ	VA+EF	VA+EF
19	.	.	.	PUNC	SF	SF

# sent_id = 1937
# file = 00001
# text = 오늘도 모든 진실을 특검에서 성심껏 말씀드리겠다 .
1	오늘도	오늘+도	오늘+도	NOUN	NNG+JX	NNG+JX
2	모든	모든	모든	DET	MM	MM
3	진실을	진실+을	진실+을	NOUN	NNG+JKO	NNG+JKO
4	특검에서	특검+에서	특검+에서	NOUN	NNG+JKB	NNG+JKB
5	성심껏	성심껏	성심껏	ADV	MAG	MAG
6	말씀드리겠다	말씀드리+겠다	말씀드리+겠+다	VERB	VV+EP_EF	VV+EP+EF
7	.	.	.	PUNC	SF	SF

# sent_id = 1938
# file = 00001
# text = 더구나 지난해 11월 27일 기소돼 1심 최대 구속 기간인 6개월이 만료된 광고감독 차은택 , 송성각 전 한국콘텐츠진흥원장에 대해서는 검찰이 구속영장을 발부해 구속상태를 유지하고 있다 .
1	더구나	더구나	더구나	ADV	MAG	MAG
2	지난해	지난해	지난해	NOUN	NNG	NNG
3	11월	11+월	11+월	NUM	SN+NNB	SN+NNB
4	27일	27+일	27+일	NUM	SN+NNB	SN+NNB
5	기소돼	기소돼	기소되+어	VERB	VV_EC	VV+EC
6	1심	1+심	1+심	NUM	SN+NNG	SN+NNG
7	최대	최대	최대	NOUN	NNG	NNG
8	구속	구속	구속	NOUN	NNG	NNG
9	기간인	기간+인	기간+이+ㄴ	VERB	NNG+VCP_ETM	NNG+VCP+ETM
10	6개월이	6+개월이	6+개월+이	NUM	SN+NNB_JKS	SN+NNB+JKS
11	만료된	만료된	만료되+ㄴ	VERB	VV_ETM	VV+ETM
12	광고감독	광고감독	광고감독	NOUN	NNG	NNG
13	차은택	차은택	차은택	PROPN	NNP	NNP
14	,	,	,	PUNC	SP	SP
15	송성각	송성각	송성각	PROPN	NNP	NNP
16	전	전	전	DET	MM	MM
17	한국콘텐츠진흥원장에	한국콘텐츠진흥원장+에	한국콘텐츠진흥원장+에	PROPN	NNP+JKB	NNP+JKB
18	대해서는	대해+서는	대하+어서+는	VERB	VV+EC_JX	VV+EC+JX
19	검찰이	검찰+이	검찰+이	NOUN	NNG+JKS	NNG+JKS
20	구속영장을	구속영장+을	구속영장+을	NOUN	NNG+JKO	NNG+JKO
21	발부해	발부해	발부하+어	VERB	VV_EC	VV+EC
22	구속상태를	구속상태+를	구속상태+를	NOUN	NNG+JKO	NNG+JKO
23	유지하고	유지하+고	유지하+고	VERB	VV+EC	VV+EC
24	있다	있+다	있+다	AUX	VX+EF	VX+EF
25	.	.	.	PUNC	SF	SF

# sent_id = 1940
# file = 00001
# text = 국제정치에서 현재 자유주의 국제질서가 포퓰리즘의 도전을 받고 있는 중요한 시점
1	국제정치에서	국제정치+에서	국제정치+에서	NOUN	NNG+JKB	NNG+JKB
2	현재	현재	현재	ADV	MAG	MAG
3	자유주의	자유주의	자유주의	NOUN	NNG	NNG
4	국제질서가	국제질서+가	국제질서+가	NOUN	NNG+JKS	NNG+JKS
5	포퓰리즘의	포퓰리즘+의	포퓰리즘+의	NOUN	NNG+JKG	NNG+JKG
6	도전을	도전+을	도전+을	NOUN	NNG+JKO	NNG+JKO
7	받고	받+고	받+고	VERB	VV+EC	VV+EC
8	있는	있+는	있+는	AUX	VX+ETM	VX+ETM
9	중요한	중요한	중요하+ㄴ	ADJ	VA_ETM	VA+ETM
10	시점	시점	시점	NOUN	NNG	NNG

# sent_id = 1942
# file = 00001
# text = 현재 고3 학생은 여전히 문제의 교과서로 공부를 하고 있고 , 현재 교과서는 교육부가 수정명령을 내려 바꾸기로 한 것인데 , 저자들이 승복하지 않고 있고 , 출판사로서는 책을 팔아야 하니 수정한 것
1	현재	현재	현재	ADV	MAG	MAG
2	고3	고+3	고+3	NOUN	NNG+SN	NNG+SN
3	학생은	학생+은	학생+은	NOUN	NNG+JX	NNG+JX
4	여전히	여전히	여전히	ADV	MAG	MAG
5	문제의	문제+의	문제+의	NOUN	NNG+JKG	NNG+JKG
6	교과서로	교과서+로	교과서+로	NOUN	NNG+JKB	NNG+JKB
7	공부를	공부+를	공부+를	NOUN	NNG+JKO	NNG+JKO
8	하고	하+고	하+고	VERB	VV+EC	VV+EC
9	있고	있+고	있+고	AUX	VX+EC	VX+EC
10	,	,	,	PUNC	SP	SP
11	현재	현재	현재	ADV	MAG	MAG
12	교과서는	교과서+는	교과서+는	NOUN	NNG+JX	NNG+JX
13	교육부가	교육부+가	교육부+가	NOUN	NNG+JKS	NNG+JKS
14	수정명령을	수정명령+을	수정명령+을	NOUN	NNG+JKO	NNG+JKO
15	내려	내려	내리+어	VERB	VV_EC	VV+EC
16	바꾸기로	바꾸+기로	바꾸+기+로	VERB	VV+ETN_JKB	VV+ETN+JKB
17	한	한	하+ㄴ	VERB	VV_ETM	VV+ETM
18	것인데	것+인데	것+이+ㄴ데	VERB	NNB+VCP_EC	NNB+VCP+EC
19	,	,	,	PUNC	SP	SP
20	저자들이	저자들+이	저자들+이	NOUN	NNG+JKS	NNG+JKS
21	승복하지	승복하+지	승복하+지	VERB	VV+EC	VV+EC
22	않고	않+고	않+고	AUX	VX+EC	VX+EC
23	있고	있+고	있+고	AUX	VX+EC	VX+EC
24	,	,	,	PUNC	SP	SP
25	출판사로서는	출판사+로서는	출판사+로서+는	NOUN	NNG+JKB_JX	NNG+JKB+JX
26	책을	책+을	책+을	NOUN	NNG+JKO	NNG+JKO
27	팔아야	팔+아야	팔+아야	VERB	VV+EC	VV+EC
28	하니	하+니	하+니	AUX	VX+EC	VX+EC
29	수정한	수정한	수정하+ㄴ	VERB	VV_ETM	VV+ETM
30	것	것	것	NOUN	NNB	NNB

# sent_id = 1944
# file = 00001
# text = 구글플레이 , 티스토어에 이어 KT 올레마켓과 IOS에서도 좋은 성과가 날 수 있도록 많은 응원 부탁 드린다 .
1	구글플레이	구글플레이	구글플레이	PROPN	NNP	NNP
2	,	,	,	PUNC	SP	SP
3	티스토어에	티스토어+에	티스토어+에	NOUN	NNG+JKB	NNG+JKB
4	이어	이+어	잇+어	VERB	VV+EC	VV+EC
5	KT	KT	KT	NOUN	SL	SL
6	올레마켓과	올레마켓+과	올레마켓+과	PROPN	NNP+JC	NNP+JC
7	IOS에서도	IOS+에서도	IOS+에서+도	NOUN	SL+JKB_JX	SL+JKB+JX
8	좋은	좋+은	좋+은	ADJ	VA+ETM	VA+ETM
9	성과가	성과+가	성과+가	NOUN	NNG+JKS	NNG+JKS
10	날	날	나+ㄹ	VERB	VV_ETM	VV+ETM
11	수	수	수	NOUN	NNB	NNB
12	있도록	있+도록	있+도록	ADJ	VA+EC	VA+EC
13	많은	많+은	많+은	ADJ	VA+ETM	VA+ETM
14	응원	응원	응원	NOUN	NNG	NNG
15	부탁	부탁	부탁	NOUN	NNG	NNG
16	드린다	드린+다	드리+ㄴ다	VERB	VV+EF	VV+EF
17	.	.	.	PUNC	SF	SF

# sent_id = 1945
# file = 00001
# text = 출산준비교실 강의를 신청한 임산부를 대상으로 한 산후우울증 검사 제도를 도입했다 .
1	출산준비교실	출산준비교실	출산준비교실	NOUN	NNG	NNG
2	강의를	강의+를	강의+를	NOUN	NNG+JKO	NNG+JKO
3	신청한	신청한	신청하+ㄴ	VERB	VV_ETM	VV+ETM
4	임산부를	임산부+를	임산부+를	NOUN	NNG+JKO	NNG+JKO
5	대상으로	대상+으로	대상+으로	NOUN	NNG+JKB	NNG+JKB
6	한	한	하+ㄴ	VERB	VV_ETM	VV+ETM
7	산후우울증	산후우울증	산후우울증	NOUN	NNG	NNG
8	검사	검사	검사	NOUN	NNG	NNG
9	제도를	제도+를	제도+를	NOUN	NNG+JKO	NNG+JKO
10	도입했다	도입했+다	도입하+었+다	VERB	VV+EP_EF	VV+EP+EF
11	.	.	.	PUNC	SF	SF

# sent_id = 1947
# file = 00001
# text = 저는 정치혐오감에 기대 새정치를 말하지 않는다 .
1	저는	저+는	저+는	PRON	NP+JX	NP+JX
2	정치혐오감에	정치혐오감+에	정치혐오감+에	NOUN	NNG+JKB	NNG+JKB
3	기대	기대	기대	NOUN	NNG	NNG
4	새정치를	새+정치를	새+정치+를	NOUN	MM+NNG_JKO	MM+NNG+JKO
5	말하지	말하+지	말하+지	VERB	VV+EC	VV+EC
6	않는다	않+는다	않+는다	AUX	VX+EF	VX+EF
7	.	.	.	PUNC	SF	SF

# sent_id = 1948
# file = 00001
# text = 주요 애널리스트들은 앞으로 10년간 물가상승률과 수수료 등을 제외하고 주식투자로 연 2%의 수익률만 기록해도 행운으로 여긴다 .
1	주요	주요	주요	NOUN	NNG	NNG
2	애널리스트들은	애널리스트들+은	애널리스트들+은	NOUN	NNG+JX	NNG+JX
3	앞으로	앞+으로	앞+으로	NOUN	NNG+JKB	NNG+JKB
4	10년간	10+년간	10+년+간	NUM	SN+NNB_XSN	SN+NNB+XSN
5	물가상승률과	물가상승률+과	물가상승률+과	NOUN	NNG+JKB	NNG+JKB
6	수수료	수수료	수수료	NOUN	NNG	NNG
7	등을	등+을	등+을	NOUN	NNB+JKO	NNB+JKO
8	제외하고	제외하+고	제외하+고	VERB	VV+EC	VV+EC
9	주식투자로	주식투자+로	주식투자+로	NOUN	NNG+JKB	NNG+JKB
10	연	연	연	NOUN	NNG	NNG
11	2%의	2+%의	2+%+의	NUM	SN+SW_JKG	SN+SW+JKG
12	수익률만	수익률+만	수익률+만	NOUN	NNG+JX	NNG+JX
13	기록해도	기록해+도	기록하+어도	VERB	VV+EC	VV+EC
14	행운으로	행운+으로	행운+으로	NOUN	NNG+JKB	NNG+JKB
15	여긴다	여긴+다	여기+ㄴ다	VERB	VV+EF	VV+EF
16	.	.	.	PUNC	SF	SF

# sent_id = 1949
# file = 00001
# text = 경기지표 둔화로 이번 주 들어 지난 25일까지 주식시장이 약 3% 정도 하락했지만 그렇다고 해서 주식이 싸졌다고 보기 어렵다 .
1	경기지표	경기지표	경기지표	NOUN	NNG	NNG
2	둔화로	둔화+로	둔화+로	NOUN	NNG+JKB	NNG+JKB
3	이번	이번	이번	NOUN	NNG	NNG
4	주	주	주	NOUN	NNG	NNG
5	들어	들+어	들+어	VERB	VV+EC	VV+EC
6	지난	지난	지나+ㄴ	VERB	VV_ETM	VV+ETM
7	25일까지	25+일까지	25+일+까지	NUM	SN+NNB_JX	SN+NNB+JX
8	주식시장이	주식시장+이	주식시장+이	NOUN	NNG+JKS	NNG+JKS
9	약	약	약	DET	MM	MM
10	3%	3+%	3+%	NUM	SN+SW	SN+SW
11	정도	정도	정도	NOUN	NNG	NNG
12	하락했지만	하락했+지만	하락하+었+지만	VERB	VV+EP_EC	VV+EP+EC
13	그렇다고	그렇+다고	그렇+다고	ADJ	VA+EC	VA+EC
14	해서	해+서	하+어서	VERB	VV+EC	VV+EC
15	주식이	주식+이	주식+이	NOUN	NNG+JKS	NNG+JKS
16	싸졌다고	싸졌+다고	싸지+었+다고	ADJ	VV+EP_EC	VV+EP+EC
17	보기	보+기	보+기	VERB	VV+ETN	VV+ETN
18	어렵다	어렵+다	어렵+다	ADJ	VA+EF	VA+EF
19	.	.	.	PUNC	SF	SF

# sent_id = 1950
# file = 00001
# text = 목돈 모으기의 기본은 적금인 만큼 ' 부자되는 적금 ' 을 통해 목돈 마련을 준비 중인 고객들이 저금리 시대에 조금이라도 높은 금리 혜택을 누릴 수 있기를 바란다 .
1	목돈	목돈	목돈	NOUN	NNG	NNG
2	모으기의	모으+기의	모으+기+의	VERB	VV+ETN_JKG	VV+ETN+JKG
3	기본은	기본+은	기본+은	NOUN	NNG+JX	NNG+JX
4	적금인	적금+인	적금+이+ㄴ	VERB	NNG+VCP_ETM	NNG+VCP+ETM
5	만큼	만큼	만큼	NOUN	NNB	NNB
6	'	'	'	PUNC	SS	SS
7	부자되는	부자되+는	부자되+는	VERB	VV+ETM	VV+ETM
8	적금	적금	적금	NOUN	NNG	NNG
9	'	'	'	PUNC	SS	SS
10	을	을	을	ADP	JKO	JKO
11	통해	통해	통하+어	VERB	VV_EC	VV+EC
12	목돈	목돈	목돈	NOUN	NNG	NNG
13	마련을	마련+을	마련+을	NOUN	NNG+JKO	NNG+JKO
14	준비	준비	준비	NOUN	NNG	NNG
15	중인	중+인	중+이+ㄴ	VERB	NNB+VCP_ETM	NNB+VCP+ETM
16	고객들이	고객들+이	고객들+이	NOUN	NNG+JKS	NNG+JKS
17	저금리	저금리	저금리	NOUN	NNG	NNG
18	시대에	시대+에	시대+에	NOUN	NNG+JKB	NNG+JKB
19	조금이라도	조금+이라도	조금+이라도	NOUN	NNG+JX	NNG+JX
20	높은	높+은	높+은	ADJ	VA+ETM	VA+ETM
21	금리	금리	금리	NOUN	NNG	NNG
22	혜택을	혜택+을	혜택+을	NOUN	NNG+JKO	NNG+JKO
23	누릴	누릴	누리+ㄹ	VERB	VV_ETM	VV+ETM
24	수	수	수	NOUN	NNB	NNB
25	있기를	있+기를	있+기+를	ADJ	VA+ETN_JKO	VA+ETN+JKO
26	바란다	바란+다	바라+ㄴ다	VERB	VV+EF	VV+EF
27	.	.	.	PUNC	SF	SF

# sent_id = 1951
# file = 00001
# text = 만약 이번에 경쟁 사업자 한 곳만 제재를 받을 경우 SK텔레콤이 그 기간에 시장 과열을 주도하지 않을 것이라고 장담할 수 있느냐 .
1	만약	만약	만약	NOUN	NNG	NNG
2	이번에	이번+에	이번+에	NOUN	NNG+JKB	NNG+JKB
3	경쟁	경쟁	경쟁	NOUN	NNG	NNG
4	사업자	사업자	사업자	NOUN	NNG	NNG
5	한	한	한	DET	MM	MM
6	곳만	곳+만	곳+만	NOUN	NNG+JX	NNG+JX
7	제재를	제재+를	제재+를	NOUN	NNG+JKO	NNG+JKO
8	받을	받+을	받+을	VERB	VV+ETM	VV+ETM
9	경우	경우	경우	NOUN	NNG	NNG
10	SK텔레콤이	SK텔레콤+이	SK텔레콤+이	NOUN	NNP+JKS	NNP+JKS
11	그	그	그	DET	MM	MM
12	기간에	기간+에	기간+에	NOUN	NNG+JKB	NNG+JKB
